ID,ID Update,Phone Number,Phone Number Update,Country Code,Name,Name Update,Email,Email Update,Birthday (dd/mm/yyyy),Birthday (yyy-mm-dd),Total Point,Extra Point,Final Point,Status
BIRU,10021032400002,08474111973,+628474111973,ID,Martin Rodgers,Martin Rodgers,U14743@ test.com,U14743@test.com,28/03/2003,2003-03-28,260,2,262.0,Active
HIJAU,10021032400003,08954182829,+628954182829,ID,Gauge Barron,Gauge Barron,U14744@ test.com,U14744@test.com,09/03/1960,1960-03-09,902,1,903.0,Active
BIRU,10021032400002,08542794012,+628542794012,ID,Roman Frye,Roman Frye,U14745@ test.com,U14745@test.com,25/08/2003,2003-08-25,268,2,270.0,Active
BIRU,10021032400002,08476564652,+628476564652,ID,Shaun Jacobson,Shaun Jacobson,U14746@ test.com,U14746@test.com,21/10/1996,1996-10-21,620,2,622.0,Active
HIJAU,10021032400003,08118994891,+628118994891,ID,Micaela Schroeder,Micaela Schroeder,U14747@ test.com,U14747@test.com,02/11/1998,1998-11-02,417,1,418.0,Active
MERAH,10021032400001,08649627478,+628649627478,ID,Warren Foster,Warren Foster,U14748@ test.com,U14748@test.com,21/04/2005,2005-04-21,116,3,119.0,Active
HIJAU,10021032400003,08521684750,+628521684750,ID,Kendall Odonnell,Kendall Odonnell,U14749@ test.com,U14749@test.com,16/03/1994,1994-03-16,787,1,788.0,Active
HIJAU,10021032400003,08695707585,+628695707585,ID,Adalyn Carlson,Adalyn Carlson,U14750@ test.com,U14750@test.com,26/11/1973,1973-11-26,511,1,512.0,Active
HIJAU,10021032400003,08997459420,+628997459420,ID,Layne Rivas,Layne Rivas,U14751@ test.com,U14751@test.com,02/06/1993,1993-06-02,196,1,197.0,Active
BIRU,10021032400002,08804941295,+628804941295,ID,Salvador Yates,Salvador Yates,U14752@ test.com,U14752@test.com,05/03/1995,1995-03-05,108,2,110.0,Active
MERAH,10021032400001,08114260810,+628114260810,ID,Myah Abbott,Myah Abbott,U14753@ test.com,U14753@test.com,19/12/1988,1988-12-19,980,3,983.0,Active
MERAH,10021032400001,08361543715,+628361543715,ID,Ayla Baird,Ayla Baird,U14754@ test.com,U14754@test.com,14/11/2000,2000-11-14,171,3,174.0,Active
BIRU,10021032400002,08475388105,+628475388105,ID,Wyatt Gay,Wyatt Gay,U14755@ test.com,U14755@test.com,01/11/1988,1988-11-01,728,2,730.0,Active
BIRU,10021032400002,08368387905,+628368387905,ID,Ronald Good,Ronald Good,U14756@ test.com,U14756@test.com,19/01/1968,1968-01-19,721,2,723.0,Active
BIRU,10021032400002,08979286360,+628979286360,ID,Kylan Prince,Kylan Prince,U14757@ test.com,U14757@test.com,07/07/1981,1981-07-07,52,2,54.0,Active
BIRU,10021032400002,08945482066,+628945482066,ID,Kennedy Hebert,Kennedy Hebert,U14758@ test.com,U14758@test.com,15/11/1979,1979-11-15,284,2,286.0,Active
HIJAU,10021032400003,08649169482,+628649169482,ID,Frances Singh,Frances Singh,U14759@ test.com,U14759@test.com,13/04/2000,2000-04-13,914,1,915.0,Active
HIJAU,10021032400003,08634443034,+628634443034,ID,Kendra Armstrong,Kendra Armstrong,U14760@ test.com,U14760@test.com,13/03/1987,1987-03-13,961,1,962.0,Active
HIJAU,10021032400003,08897510265,+628897510265,ID,Wesley Ruiz,Wesley Ruiz,U14761@ test.com,U14761@test.com,10/05/1970,1970-05-10,812,1,813.0,Active
HIJAU,10021032400003,08427424653,+628427424653,ID,Francisco Sanders,Francisco Sanders,U14762@ test.com,U14762@test.com,11/05/1977,1977-05-11,754,1,755.0,Active
HIJAU,10021032400003,08201019161,+628201019161,ID,Cora Lane,Cora Lane,U14763@ test.com,U14763@test.com,09/02/2008,2008-02-09,668,1,669.0,Active
HIJAU,10021032400003,08322305213,+628322305213,ID,Marvin Caldwell,Marvin Caldwell,U14764@ test.com,U14764@test.com,14/05/1962,1962-05-14,325,1,326.0,Active
HIJAU,10021032400003,08171602859,+628171602859,ID,Jordan Barnett,Jordan Barnett,U14765@ test.com,U14765@test.com,05/07/1997,1997-07-05,70,1,71.0,Active
HIJAU,10021032400003,08802318768,+628802318768,ID,Clarence Kaufman,Clarence Kaufman,U14766@ test.com,U14766@test.com,04/09/1995,1995-09-04,67,1,68.0,Active
HIJAU,10021032400003,08102183496,+628102183496,ID,Ishaan Leonard,Ishaan Leonard,U14767@ test.com,U14767@test.com,17/06/1978,1978-06-17,955,1,956.0,Active
HIJAU,10021032400003,08835716007,+628835716007,ID,Nick Webb,Nick Webb,U14768@ test.com,U14768@test.com,20/01/1966,1966-01-20,815,1,816.0,Active
HIJAU,10021032400003,08773624460,+628773624460,ID,Avery Adkins,Avery Adkins,U14769@ test.com,U14769@test.com,12/08/1980,1980-08-12,130,1,131.0,Active
HIJAU,10021032400003,08735342168,+628735342168,ID,Cristofer Briggs,Cristofer Briggs,U14770@ test.com,U14770@test.com,05/10/1971,1971-10-05,503,1,504.0,Active
HIJAU,10021032400003,08928958607,+628928958607,ID,Ryan Rangel,Ryan Rangel,U14771@ test.com,U14771@test.com,10/08/1982,1982-08-10,309,1,310.0,Active
HIJAU,10021032400003,08297961391,+628297961391,ID,Luke Bird,Luke Bird,U14772@ test.com,U14772@test.com,03/12/1964,1964-12-03,824,1,825.0,Active
HIJAU,10021032400003,08705600702,+628705600702,ID,Cody Meadows,Cody Meadows,U14773@ test.com,U14773@test.com,28/11/1995,1995-11-28,486,1,487.0,Active
HIJAU,10021032400003,08989986984,+628989986984,ID,Tiana Taylor,Tiana Taylor,U14774@ test.com,U14774@test.com,10/11/1986,1986-11-10,581,1,582.0,Active
MERAH,10021032400001,08489251645,+628489251645,ID,Roy Brown,Roy Brown,U14775@ test.com,U14775@test.com,14/02/1977,1977-02-14,76,3,79.0,Active
HIJAU,10021032400003,08198630599,+628198630599,ID,Yael Prince,Yael Prince,U14776@ test.com,U14776@test.com,21/09/1986,1986-09-21,697,1,698.0,Active
BIRU,10021032400002,08665865269,+628665865269,ID,Kirsten Duke,Kirsten Duke,U14777@ test.com,U14777@test.com,13/12/1989,1989-12-13,258,2,260.0,Active
BIRU,10021032400002,08465069194,+628465069194,ID,Joslyn Ramsey,Joslyn Ramsey,U14778@ test.com,U14778@test.com,07/10/1991,1991-10-07,375,2,377.0,Active
BIRU,10021032400002,08671428610,+628671428610,ID,Angeline Mcintosh,Angeline Mcintosh,U14779@ test.com,U14779@test.com,03/05/2004,2004-05-03,997,2,999.0,Active
BIRU,10021032400002,08127816436,+628127816436,ID,Kellen Murphy,Kellen Murphy,U14780@ test.com,U14780@test.com,02/12/1994,1994-12-02,932,2,934.0,Active
BIRU,10021032400002,08524485544,+628524485544,ID,Laila Orr,Laila Orr,U14781@ test.com,U14781@test.com,18/03/1971,1971-03-18,64,2,66.0,Active
BIRU,10021032400002,08319049413,+628319049413,ID,Kason Coleman,Kason Coleman,U14782@ test.com,U14782@test.com,20/04/1973,1973-04-20,171,2,173.0,Active
BIRU,10021032400002,08142740127,+628142740127,ID,Johnathon Graham,Johnathon Graham,U14783@ test.com,U14783@test.com,11/07/1970,1970-07-11,352,2,354.0,Active
MERAH,10021032400001,08412806211,+628412806211,ID,Ryder Ramirez,Ryder Ramirez,U14784@ test.com,U14784@test.com,07/03/1982,1982-03-07,976,3,979.0,Active
MERAH,10021032400001,08987735922,+628987735922,ID,Toby Tanner,Toby Tanner,U14785@ test.com,U14785@test.com,26/10/1990,1990-10-26,521,3,524.0,Active
MERAH,10021032400001,08938113015,+628938113015,ID,Kayden Levine,Kayden Levine,U14786@ test.com,U14786@test.com,03/04/2007,2007-04-03,125,3,128.0,Active
MERAH,10021032400001,08912896300,+628912896300,ID,Rose Booth,Rose Booth,U14787@ test.com,U14787@test.com,07/03/1971,1971-03-07,797,3,800.0,Active
BIRU,10021032400002,08827975253,+628827975253,ID,Elena Aguirre,Elena Aguirre,U14788@ test.com,U14788@test.com,16/11/2002,2002-11-16,255,2,257.0,Active
HIJAU,10021032400003,08752977563,+628752977563,ID,Jane Mullen,Jane Mullen,U14789@ test.com,U14789@test.com,12/02/1991,1991-02-12,741,1,742.0,Active
BIRU,10021032400002,08339486370,+628339486370,ID,Alijah Griffin,Alijah Griffin,U14790@ test.com,U14790@test.com,10/05/1978,1978-05-10,753,2,755.0,Active
BIRU,10021032400002,08956847199,+628956847199,ID,Alena Lin,Alena Lin,U14791@ test.com,U14791@test.com,26/12/1977,1977-12-26,235,2,237.0,Active
HIJAU,10021032400003,08359988230,+628359988230,ID,Marisa Fitzpatrick,Marisa Fitzpatrick,U14792@ test.com,U14792@test.com,04/08/1976,1976-08-04,233,1,234.0,Active
MERAH,10021032400001,08292412497,+628292412497,ID,Hudson Dawson,Hudson Dawson,U14793@ test.com,U14793@test.com,07/11/2009,2009-11-07,463,3,466.0,Active
HIJAU,10021032400003,08215379722,+628215379722,ID,Konner Ware,Konner Ware,U14794@ test.com,U14794@test.com,10/01/1962,1962-01-10,49,1,50.0,Active
HIJAU,10021032400003,08293447222,+628293447222,ID,Kale Henry,Kale Henry,U14795@ test.com,U14795@test.com,21/12/1977,1977-12-21,142,1,143.0,Active
HIJAU,10021032400003,08739528503,+628739528503,ID,Finley Le,Finley Le,U14796@ test.com,U14796@test.com,29/10/1978,1978-10-29,557,1,558.0,Active
BIRU,10021032400002,08755626930,+628755626930,ID,Maximillian Dawson,Maximillian Dawson,U14797@ test.com,U14797@test.com,28/05/1960,1960-05-28,964,2,966.0,Active
MERAH,10021032400001,08151754769,+628151754769,ID,Jerome Hayden,Jerome Hayden,U14798@ test.com,U14798@test.com,07/07/1998,1998-07-07,763,3,766.0,Active
MERAH,10021032400001,08808217083,+628808217083,ID,Xavier Olson,Xavier Olson,U14799@ test.com,U14799@test.com,30/07/1993,1993-07-30,723,3,726.0,Active
BIRU,10021032400002,08520720489,+628520720489,ID,Sienna Rice,Sienna Rice,U14800@ test.com,U14800@test.com,02/11/1995,1995-11-02,367,2,369.0,Active
BIRU,10021032400002,08483938233,+628483938233,ID,Ayana Warren,Ayana Warren,U14801@ test.com,U14801@test.com,08/07/1977,1977-07-08,727,2,729.0,Active
BIRU,10021032400002,08505714715,+628505714715,ID,Case Marsh,Case Marsh,U14802@ test.com,U14802@test.com,23/01/1965,1965-01-23,769,2,771.0,Active
BIRU,10021032400002,08722863698,+628722863698,ID,Kianna Schultz,Kianna Schultz,U14803@ test.com,U14803@test.com,21/04/1969,1969-04-21,331,2,333.0,Active
HIJAU,10021032400003,08464435005,+628464435005,ID,Landin Miranda,Landin Miranda,U14804@ test.com,U14804@test.com,17/01/1979,1979-01-17,248,1,249.0,Active
HIJAU,10021032400003,08199929938,+628199929938,ID,Maren Rogers,Maren Rogers,U14805@ test.com,U14805@test.com,02/11/1983,1983-11-02,285,1,286.0,Active
MERAH,10021032400001,08318202422,+628318202422,ID,Jadiel Clarke,Jadiel Clarke,U14806@ test.com,U14806@test.com,26/09/1997,1997-09-26,209,3,212.0,Active
HIJAU,10021032400003,08415897768,+628415897768,ID,Ximena Schneider,Ximena Schneider,U14807@ test.com,U14807@test.com,30/08/1964,1964-08-30,95,1,96.0,Active
BIRU,10021032400002,08645112230,+628645112230,ID,Will Phillips,Will Phillips,U14808@ test.com,U14808@test.com,12/02/1968,1968-02-12,573,2,575.0,Active
HIJAU,10021032400003,08226204425,+628226204425,ID,Lena Hooper,Lena Hooper,U14809@ test.com,U14809@test.com,20/06/1960,1960-06-20,343,1,344.0,Active
BIRU,10021032400002,08211247252,+628211247252,ID,Weston Cordova,Weston Cordova,U14810@ test.com,U14810@test.com,20/04/1991,1991-04-20,524,2,526.0,Active
BIRU,10021032400002,08853611139,+628853611139,ID,Kali Maynard,Kali Maynard,U14811@ test.com,U14811@test.com,05/04/1960,1960-04-05,108,2,110.0,Active
HIJAU,10021032400003,08542227678,+628542227678,ID,Imani Snow,Imani Snow,U14812@ test.com,U14812@test.com,21/11/1972,1972-11-21,410,1,411.0,Active
MERAH,10021032400001,08574720124,+628574720124,ID,Roland Shelton,Roland Shelton,U14813@ test.com,U14813@test.com,13/06/1995,1995-06-13,490,3,493.0,Active
HIJAU,10021032400003,08314951098,+628314951098,ID,Izabelle Meadows,Izabelle Meadows,U14814@ test.com,U14814@test.com,20/07/1971,1971-07-20,134,1,135.0,Active
HIJAU,10021032400003,08814409260,+628814409260,ID,Kathleen Hunter,Kathleen Hunter,U14815@ test.com,U14815@test.com,15/06/1967,1967-06-15,489,1,490.0,Active
HIJAU,10021032400003,08303513284,+628303513284,ID,Tomas Howe,Tomas Howe,U14816@ test.com,U14816@test.com,16/04/1965,1965-04-16,485,1,486.0,Active
BIRU,10021032400002,08591974419,+628591974419,ID,Blake Love,Blake Love,U14817@ test.com,U14817@test.com,18/09/1989,1989-09-18,510,2,512.0,Active
MERAH,10021032400001,08605804460,+628605804460,ID,Anahi Levy,Anahi Levy,U14818@ test.com,U14818@test.com,19/12/1998,1998-12-19,339,3,342.0,Active
MERAH,10021032400001,08876984081,+628876984081,ID,Nicolas Gray,Nicolas Gray,U14819@ test.com,U14819@test.com,21/08/1972,1972-08-21,828,3,831.0,Active
BIRU,10021032400002,08895091804,+628895091804,ID,Meghan Ferguson,Meghan Ferguson,U14820@ test.com,U14820@test.com,12/09/2002,2002-09-12,644,2,646.0,Active
BIRU,10021032400002,08586673140,+628586673140,ID,Nora Parks,Nora Parks,U14821@ test.com,U14821@test.com,18/02/1978,1978-02-18,291,2,293.0,Active
BIRU,10021032400002,08645951275,+628645951275,ID,Jacob Wyatt,Jacob Wyatt,U14822@ test.com,U14822@test.com,09/02/1975,1975-02-09,923,2,925.0,Active
BIRU,10021032400002,08794299158,+628794299158,ID,Troy Palmer,Troy Palmer,U14823@ test.com,U14823@test.com,15/01/1986,1986-01-15,747,2,749.0,Active
HIJAU,10021032400003,08357924053,+628357924053,ID,Seamus Huber,Seamus Huber,U14824@ test.com,U14824@test.com,02/08/1995,1995-08-02,54,1,55.0,Active
HIJAU,10021032400003,08901338439,+628901338439,ID,Luciano Juarez,Luciano Juarez,U14825@ test.com,U14825@test.com,12/08/1987,1987-08-12,457,1,458.0,Active
HIJAU,10021032400003,08323238248,+628323238248,ID,Zachariah Yates,Zachariah Yates,U14826@ test.com,U14826@test.com,07/08/1976,1976-08-07,75,1,76.0,Active
HIJAU,10021032400003,08932288572,+628932288572,ID,Alan Hale,Alan Hale,U14827@ test.com,U14827@test.com,07/05/1985,1985-05-07,798,1,799.0,Active
HIJAU,10021032400003,08194994745,+628194994745,ID,Marilyn Solis,Marilyn Solis,U14828@ test.com,U14828@test.com,21/12/1985,1985-12-21,62,1,63.0,Active
HIJAU,10021032400003,08560869375,+628560869375,ID,Tyshawn Velazquez,Tyshawn Velazquez,U14829@ test.com,U14829@test.com,12/03/1979,1979-03-12,774,1,775.0,Active
HIJAU,10021032400003,08538319292,+628538319292,ID,Eleanor Best,Eleanor Best,U14830@ test.com,U14830@test.com,16/07/1997,1997-07-16,51,1,52.0,Active
HIJAU,10021032400003,08554590960,+628554590960,ID,Tanya Mcclure,Tanya Mcclure,U14831@ test.com,U14831@test.com,04/05/1980,1980-05-04,437,1,438.0,Active
HIJAU,10021032400003,08949724829,+628949724829,ID,Scarlet Tyler,Scarlet Tyler,U14832@ test.com,U14832@test.com,18/07/1963,1963-07-18,894,1,895.0,Active
HIJAU,10021032400003,08877700875,+628877700875,ID,Karlee Nolan,Karlee Nolan,U14833@ test.com,U14833@test.com,02/10/2007,2007-10-02,557,1,558.0,Active
HIJAU,10021032400003,08379550583,+628379550583,ID,Zayne Dixon,Zayne Dixon,U14834@ test.com,U14834@test.com,24/04/1994,1994-04-24,803,1,804.0,Active
HIJAU,10021032400003,08620590815,+628620590815,ID,Eugene Vazquez,Eugene Vazquez,U14835@ test.com,U14835@test.com,27/10/2009,2009-10-27,807,1,808.0,Active
HIJAU,10021032400003,08519958044,+628519958044,ID,Jakobe Wise,Jakobe Wise,U14836@ test.com,U14836@test.com,17/09/1968,1968-09-17,920,1,921.0,Active
HIJAU,10021032400003,08829802007,+628829802007,ID,Kaila Lucas,Kaila Lucas,U14837@ test.com,U14837@test.com,22/01/1989,1989-01-22,422,1,423.0,Active
HIJAU,10021032400003,08532552583,+628532552583,ID,Jaylen Cruz,Jaylen Cruz,U14838@ test.com,U14838@test.com,16/04/1979,1979-04-16,672,1,673.0,Active
HIJAU,10021032400003,08948879998,+628948879998,ID,Rylee Andrews,Rylee Andrews,U14839@ test.com,U14839@test.com,09/03/1977,1977-03-09,470,1,471.0,Active
MERAH,10021032400001,08322441107,+628322441107,ID,Franklin Morse,Franklin Morse,U14840@ test.com,U14840@test.com,11/08/1969,1969-08-11,636,3,639.0,Active
HIJAU,10021032400003,08846016537,+628846016537,ID,Mariana Grimes,Mariana Grimes,U14841@ test.com,U14841@test.com,09/02/1968,1968-02-09,889,1,890.0,Active
BIRU,10021032400002,08684165958,+628684165958,ID,Rachel Stark,Rachel Stark,U14842@ test.com,U14842@test.com,09/09/1967,1967-09-09,237,2,239.0,Active
BIRU,10021032400002,08620799718,+628620799718,ID,Malcolm Donaldson,Malcolm Donaldson,U14843@ test.com,U14843@test.com,21/04/1970,1970-04-21,906,2,908.0,Active
BIRU,10021032400002,08654306242,+628654306242,ID,Cristofer Tate,Cristofer Tate,U14844@ test.com,U14844@test.com,14/04/1974,1974-04-14,514,2,516.0,Active
BIRU,10021032400002,08593684014,+628593684014,ID,Nora Sloan,Nora Sloan,U14845@ test.com,U14845@test.com,30/10/2001,2001-10-30,202,2,204.0,Active
BIRU,10021032400002,08678032029,+628678032029,ID,Adyson Proctor,Adyson Proctor,U14846@ test.com,U14846@test.com,10/09/1986,1986-09-10,195,2,197.0,Active
BIRU,10021032400002,08480947593,+628480947593,ID,Isaac Turner,Isaac Turner,U14847@ test.com,U14847@test.com,23/09/1991,1991-09-23,369,2,371.0,Active
BIRU,10021032400002,08853184096,+628853184096,ID,Hailee Schaefer,Hailee Schaefer,U14848@ test.com,U14848@test.com,19/09/1960,1960-09-19,469,2,471.0,Active
MERAH,10021032400001,08759037496,+628759037496,ID,Amani Proctor,Amani Proctor,U14849@ test.com,U14849@test.com,14/03/1963,1963-03-14,280,3,283.0,Active
MERAH,10021032400001,08112355504,+628112355504,ID,Devin Prince,Devin Prince,U14850@ test.com,U14850@test.com,22/07/1998,1998-07-22,462,3,465.0,Active
MERAH,10021032400001,08925300831,+628925300831,ID,Heidi Dorsey,Heidi Dorsey,U14851@ test.com,U14851@test.com,15/06/1968,1968-06-15,325,3,328.0,Active
MERAH,10021032400001,08937443935,+628937443935,ID,Luis Dougherty,Luis Dougherty,U14852@ test.com,U14852@test.com,11/07/1962,1962-07-11,668,3,671.0,Active
BIRU,10021032400002,08488799634,+628488799634,ID,Damion Moon,Damion Moon,U14853@ test.com,U14853@test.com,16/02/1997,1997-02-16,760,2,762.0,Active
HIJAU,10021032400003,08134888571,+628134888571,ID,Marvin Foley,Marvin Foley,U14854@ test.com,U14854@test.com,29/12/1991,1991-12-29,885,1,886.0,Active
BIRU,10021032400002,08433350653,+628433350653,ID,Tamia Chung,Tamia Chung,U14855@ test.com,U14855@test.com,26/07/1992,1992-07-26,394,2,396.0,Active
BIRU,10021032400002,08225801248,+628225801248,ID,Sariah Murray,Sariah Murray,U14856@ test.com,U14856@test.com,24/12/2005,2005-12-24,529,2,531.0,Active
HIJAU,10021032400003,08657787187,+628657787187,ID,Claire Ho,Claire Ho,U14857@ test.com,U14857@test.com,04/06/1969,1969-06-04,81,1,82.0,Active
MERAH,10021032400001,08282055875,+628282055875,ID,Larry Duffy,Larry Duffy,U14858@ test.com,U14858@test.com,27/04/1991,1991-04-27,752,3,755.0,Active
HIJAU,10021032400003,08576203347,+628576203347,ID,Maren Burnett,Maren Burnett,U14859@ test.com,U14859@test.com,21/01/1987,1987-01-21,621,1,622.0,Active
HIJAU,10021032400003,08688230539,+628688230539,ID,Darren Eaton,Darren Eaton,U14860@ test.com,U14860@test.com,09/04/1966,1966-04-09,86,1,87.0,Active
HIJAU,10021032400003,08883415947,+628883415947,ID,Brianna Rush,Brianna Rush,U14861@ test.com,U14861@test.com,25/06/2007,2007-06-25,602,1,603.0,Active
BIRU,10021032400002,08233219481,+628233219481,ID,Lewis Warner,Lewis Warner,U14862@ test.com,U14862@test.com,22/02/1984,1984-02-22,69,2,71.0,Active
MERAH,10021032400001,08441898788,+628441898788,ID,Sonny Reynolds,Sonny Reynolds,U14863@ test.com,U14863@test.com,05/07/2001,2001-07-05,970,3,973.0,Active
MERAH,10021032400001,08202043739,+628202043739,ID,Adrian Logan,Adrian Logan,U14864@ test.com,U14864@test.com,06/11/1975,1975-11-06,113,3,116.0,Active
BIRU,10021032400002,08155053771,+628155053771,ID,Janiyah Blankenship,Janiyah Blankenship,U14865@ test.com,U14865@test.com,10/08/1971,1971-08-10,913,2,915.0,Active
BIRU,10021032400002,08285976708,+628285976708,ID,Kenya Moore,Kenya Moore,U14866@ test.com,U14866@test.com,29/04/1989,1989-04-29,261,2,263.0,Active
BIRU,10021032400002,08609527532,+628609527532,ID,Jocelynn Sexton,Jocelynn Sexton,U14867@ test.com,U14867@test.com,15/09/1977,1977-09-15,911,2,913.0,Active
BIRU,10021032400002,08441648597,+628441648597,ID,Jessica Hahn,Jessica Hahn,U14868@ test.com,U14868@test.com,05/06/1988,1988-06-05,632,2,634.0,Active
HIJAU,10021032400003,08721552562,+628721552562,ID,Sergio Todd,Sergio Todd,U14869@ test.com,U14869@test.com,04/05/1981,1981-05-04,887,1,888.0,Active
HIJAU,10021032400003,08643703145,+628643703145,ID,Paloma Cuevas,Paloma Cuevas,U14870@test.conn,U14870@test.com,26/03/1994,1994-03-26,552,1,553.0,Active
MERAH,10021032400001,08800545969,+628800545969,ID,Zariah Gibbs,Zariah Gibbs,U14871@test.conn,U14871@test.com,14/04/1961,1961-04-14,367,3,370.0,Active
HIJAU,10021032400003,08803586503,+628803586503,ID,Kristian Gonzales,Kristian Gonzales,U14872@test.conn,U14872@test.com,20/10/1976,1976-10-20,389,1,390.0,Active
BIRU,10021032400002,08825273707,+628825273707,ID,Gideon Andersen,Gideon Andersen,U14873@test.conn,U14873@test.com,16/02/1969,1969-02-16,91,2,93.0,Active
HIJAU,10021032400003,08764868560,+628764868560,ID,Tyrell Chapman,Tyrell Chapman,U14874@test.conn,U14874@test.com,15/02/1999,1999-02-15,630,1,631.0,Active
BIRU,10021032400002,08807274607,+628807274607,ID,Kael Barnett,Kael Barnett,U14875@test.conn,U14875@test.com,10/12/2005,2005-12-10,35,2,37.0,Active
BIRU,10021032400002,08516179289,+628516179289,ID,Matthias Leon,Matthias Leon,U14876@test.conn,U14876@test.com,21/02/1995,1995-02-21,285,2,287.0,Active
HIJAU,10021032400003,08163523348,+628163523348,ID,Ishaan Maddox,Ishaan Maddox,U14877@test.conn,U14877@test.com,29/07/1984,1984-07-29,511,1,512.0,Active
MERAH,10021032400001,08283361292,+628283361292,ID,Ryann Donovan,Ryann Donovan,U14878@test.conn,U14878@test.com,17/04/2005,2005-04-17,732,3,735.0,Active
HIJAU,10021032400003,08848724206,+628848724206,ID,Kelton Flowers,Kelton Flowers,U14879@test.conn,U14879@test.com,04/10/1983,1983-10-04,58,1,59.0,Active
HIJAU,10021032400003,08835848575,+628835848575,ID,Neil Hopkins,Neil Hopkins,U14880@test.conn,U14880@test.com,26/07/1979,1979-07-26,561,1,562.0,Active
HIJAU,10021032400003,08658369442,+628658369442,ID,Randall Parker,Randall Parker,U14881@test.conn,U14881@test.com,29/01/1993,1993-01-29,34,1,35.0,Active
BIRU,10021032400002,08889217476,+628889217476,ID,Jarrett Mcguire,Jarrett Mcguire,U14882@test.conn,U14882@test.com,07/07/1999,1999-07-07,113,2,115.0,Active
MERAH,10021032400001,08955150830,+628955150830,ID,Dustin Williamson,Dustin Williamson,U14883@test.conn,U14883@test.com,12/06/2003,2003-06-12,766,3,769.0,Active
MERAH,10021032400001,08141591018,+628141591018,ID,Ashlyn Chavez,Ashlyn Chavez,U14884@test.conn,U14884@test.com,23/01/1967,1967-01-23,392,3,395.0,Active
BIRU,10021032400002,08653059974,+628653059974,ID,Talia Howell,Talia Howell,U14885@test.conn,U14885@test.com,01/01/1964,1964-01-01,809,2,811.0,Active
BIRU,10021032400002,08370486114,+628370486114,ID,Jordan Becker,Jordan Becker,U14886@test.conn,U14886@test.com,10/04/1964,1964-04-10,152,2,154.0,Active
BIRU,10021032400002,08470859062,+628470859062,ID,Camille Mooney,Camille Mooney,U14887@test.conn,U14887@test.com,03/08/1972,1972-08-03,520,2,522.0,Active
BIRU,10021032400002,08233070569,+628233070569,ID,Saige Price,Saige Price,U14888@test.conn,U14888@test.com,16/03/1991,1991-03-16,838,2,840.0,Active
HIJAU,10021032400003,08280116593,+628280116593,ID,Slade Hardin,Slade Hardin,U14889@test.conn,U14889@test.com,26/06/1964,1964-06-26,865,1,866.0,Active
HIJAU,10021032400003,08976940125,+628976940125,ID,Bailey Phillips,Bailey Phillips,U14890@test.conn,U14890@test.com,04/03/1992,1992-03-04,610,1,611.0,Active
HIJAU,10021032400003,08523920558,+628523920558,ID,Darien Davila,Darien Davila,U14891@test.conn,U14891@test.com,23/11/1963,1963-11-23,35,1,36.0,Active
HIJAU,10021032400003,08720228405,+628720228405,ID,Keagan Solis,Keagan Solis,U14892@test.conn,U14892@test.com,17/06/1982,1982-06-17,925,1,926.0,Active
HIJAU,10021032400003,08949396471,+628949396471,ID,Wyatt Dunn,Wyatt Dunn,U14893@test.conn,U14893@test.com,28/12/2002,2002-12-28,978,1,979.0,Active
HIJAU,10021032400003,08608038404,+628608038404,ID,Angela Powers,Angela Powers,U14894@test.conn,U14894@test.com,07/05/1985,1985-05-07,635,1,636.0,Active
HIJAU,10021032400003,08253522468,+628253522468,ID,Jesus Murray,Jesus Murray,U14895@test.conn,U14895@test.com,08/09/2000,2000-09-08,218,1,219.0,Active
HIJAU,10021032400003,08273550975,+628273550975,ID,Cory Buckley,Cory Buckley,U14896@test.conn,U14896@test.com,11/06/2007,2007-06-11,124,1,125.0,Active
HIJAU,10021032400003,08602984494,+628602984494,ID,Joel Gamble,Joel Gamble,U14897@test.conn,U14897@test.com,16/09/1974,1974-09-16,177,1,178.0,Active
HIJAU,10021032400003,08990343575,+628990343575,ID,Aleah Mcintyre,Aleah Mcintyre,U14898@test.conn,U14898@test.com,01/08/2009,2009-08-01,694,1,695.0,Active
HIJAU,10021032400003,087045519853,+6287045519853,ID,Stanley Rush,Stanley Rush,U14899@test.conn,U14899@test.com,09/03/1983,1983-03-09,779,1,780.0,Active
HIJAU,10021032400003,08250989596,+628250989596,ID,Kylee Thomas,Kylee Thomas,U14900@test.conn,U14900@test.com,02/12/1960,1960-12-02,502,1,503.0,Active
HIJAU,10021032400003,08309965443,+628309965443,ID,Jaden Keller,Jaden Keller,U14901@test.conn,U14901@test.com,08/05/1961,1961-05-08,532,1,533.0,Active
HIJAU,10021032400003,08909073910,+628909073910,ID,Alexzander Barber,Alexzander Barber,U14902@test.conn,U14902@test.com,09/09/1980,1980-09-09,151,1,152.0,Active
HIJAU,10021032400003,08585227191,+628585227191,ID,Cassandra Cummings,Cassandra Cummings,U14903@test.conn,U14903@test.com,13/11/1975,1975-11-13,41,1,42.0,Active
HIJAU,10021032400003,08692842295,+628692842295,ID,Ana Castro,Ana Castro,U14904@test.conn,U14904@test.com,15/03/1975,1975-03-15,756,1,757.0,Active
MERAH,10021032400001,08762077448,+628762077448,ID,Bryce Hale,Bryce Hale,U14905@test.conn,U14905@test.com,10/08/2009,2009-08-10,932,3,935.0,Active
HIJAU,10021032400003,08819756586,+628819756586,ID,Alden Nelson,Alden Nelson,U14906@test.conn,U14906@test.com,02/03/1998,1998-03-02,255,1,256.0,Active
